OBJECTID,CommunityId,CommunityName,CommunityTypeName,CommunityTypeID,CommunityAreaTypeName,CommunityAreaTypeID,StartDate,EndDate,IsActive,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y,x_auxmerc,y_auxmerc,StatePlaneZone,AltStatePlaneZone,RODistrictNumber,RODistrictName,AltRODistrictNumber,AltRODistrictName
1681,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB},Kotlik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{5262EF4B-3CE8-455A-AE5C-058E44049D2D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.55653659,63.03311399,-18207030.3691102,9108375.1410012,5007,,402,Bethel,,
1682,{209A76C3-F9A4-4015-987C-78C5A44BE669},Kotzebue,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0FF34253-480D-4130-A860-F4B8C61BFD3C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.59298933,66.89667542,-18099768.7786604,10126683.8369314,5007,,215,Kotzebue,,
1683,{DF841D28-31A1-4978-A650-B56C189E60FD},Koyuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{55BA9141-0CAD-4499-9223-DBD7A0166AB1},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.16487363,64.93066131,-17940791.6661426,9590131.05061116,5007,,201,Nome,,
1684,{25A4F514-7ADF-4F62-873B-6D2F16141D13},Koyukuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{00230287-2829-4057-8D55-EC10CB87F29C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.70270185,64.88178878,-17555384.4663315,9577302.8184872,5006,,415,Nulato,,
1685,{3F03290E-B081-4B92-9E0F-33F6E0CD513B},Kupreanof,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{C5FEEDBB-6689-44A8-A074-3BA52D3CACA8},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-132.97770415,56.81669536,-14803010.3126139,7722744.71658289,5001,,110,Petersburg,,
1686,{FF083E35-08C8-468F-B328-F69992F18FB7},Kwethluk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{BBE5AAAB-21CF-415B-84DB-736E089829C1},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.43754673,60.81122837,-17971145.4974555,8582606.65894544,5007,,402,Bethel,,
1687,{9F0EF727-1805-4199-AD1B-40C49AF1B61C},Larsen Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{005DBB1B-6F30-441C-A0C3-10DE9FE58540},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-153.9814353,57.53706833,-17141134.9695474,7870692.35234777,5005,,303,Kodiak,,
1688,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},Lower Kalskag,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{2E868FC0-386D-490B-B2D3-C46C446D5A40},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.36440167,61.51236297,-17851683.5351611,8744430.24802144,5007,,403,Kuskokwim,,
1689,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},Manokotak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{2CFEC041-79AA-4B1C-88CA-9DAB7F403A5A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-159.05492998,58.97954187,-17705913.8131994,8175966.41116261,5006,,307,Bristol Bay,,
1690,{2F8EE675-06A4-4B7A-9275-369FEB17B896},Marshall,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{AA10C7FC-91E7-4BF6-8F05-2AEF8618382F},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.08816948,61.88144143,-18043572.4903501,8831085.13782125,5007,,402,Bethel,,
1691,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},McGrath,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{07B5B6A0-0C4D-4FEE-AF19-8902590987A9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-155.58835315,62.95014085,-17320016.2456881,9088035.75716921,5005,,411,Mt McKinley,,
1692,{06A5691A-049B-426D-85BC-73439735D4DB},Mekoryuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{2262CF94-DCFA-4C22-A98C-0A26B985D92E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.1928612,60.38649408,-18500504.6828178,8486293.83389184,5008,,201,Nome,,
1693,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3},Mountain Village,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{528B4A6B-A804-4868-AD95-9B5496CE9264},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.72627562,62.08954141,-18225925.6316089,8880405.82604958,5007,,402,Bethel,,
1694,{16F1264E-DF67-4828-9E72-1AB821AB3F99},Napakiak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{A76FD62C-DE01-4F47-AF7D-8EDA4DD5EA45},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.97262602,60.69433134,-18030710.251107,8555972.40526561,5007,,402,Bethel,,
1695,{6D864316-582B-4749-A178-D9BAD04003D1},Napaskiak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{01755C50-61E1-401B-B369-443D7765D57F},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.75319706,60.70823356,-18006283.530458,8559134.86082334,5007,,402,Bethel,,
1696,{0C233779-E987-4620-A2DB-33C5FF299964},New Stuyahok,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{EDCAE2A4-3059-4391-9914-584C11C46430},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.31128856,59.45155086,-17511812.5389782,8278631.08924201,5006,,307,Bristol Bay,,
1697,{510DC86B-4E8B-482F-9372-E63914E50E7D},Newhalen,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{DB63CDE5-87F8-49A0-BA79-83C0BBF37031},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.89480018,59.72097095,-17242810.2824521,8337875.4437307,5005,,320,Iliamna,,
1698,{A83F4C9F-FA93-4FC6-974A-39BA917BA023},Nightmute,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{81213168-68E8-4223-83AE-197C569D7206},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.72996641,60.4799803,-18337655.9794882,8507384.34559754,5008,,402,Bethel,,
1699,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D},Nikolai,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{163B01C2-101F-417F-BD45-697305FA9F46},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.37521598,63.01373203,-17184970.4341066,9103618.82484689,5005,,411,Mt McKinley,,
1700,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB},Nondalton,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{DE5CC1AD-4277-4F67-9909-7BF54804FA1A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.8575714,59.96787387,-17238665.9936197,8392588.83172381,5005,,320,Iliamna,,
1701,{E4853413-2729-4F25-AE7D-845D797872A7},Noorvik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{A8144945-C2BE-4255-BD6D-EE1E8A2572AB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.04682576,66.83334504,-17927650.6375876,10108740.5135686,5007,,215,Kotzebue,,
1702,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F},Nuiqsut,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0F76407C-063A-4FDC-A8BD-AE2C977091EC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-150.99901621,70.21731414,-16809133.5953391,11139817.5718352,5004,,413,Barrow,,
1703,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6},Nulato,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{872203B0-D064-48F5-8B3A-6911D24985FB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.10535466,64.72341938,-17600207.5728864,9535893.19480848,5006,,415,Nulato,,
1704,{9E739177-0E1D-4131-A1AD-63F6A6F5E677},Nunam Iqua,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{F5F5E6AA-AB61-4D8B-B918-ED3F1CBAEA3D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.85200389,62.53106513,-18351241.1290629,8986179.48097778,5008,,402,Bethel,,
1705,{8D2790CB-3234-4141-9014-F2DED1D38D0C},Nunapitchuk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{CB5384F8-ED3D-46FD-8DDF-E6FA4F69AB4E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.45740501,60.89721728,-18084675.6015325,8602260.85547479,5007,,402,Bethel,,
1706,{126AE679-2933-4FD0-B985-FB1844FFBCA3},Old Harbor,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{CD432388-62FB-465E-BFEA-EF58339AFDF5},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-153.28367127,57.21341891,-17063460.2332565,7803865.32814964,5005,,303,Kodiak,,
1707,{758654AC-720A-4314-AC3E-4F1FC39187C4},Ouzinkie,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{55F59E20-0781-4995-8C74-00A54635C704},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-152.50398554,57.9232638,-16976666.0145915,7951214.90047514,5005,,303,Kodiak,,
1708,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E},Pilot Point,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{9B7468EF-F6DD-452E-9F9C-E8D4C6756138},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.57733276,57.56429935,-17541428.4432941,7876342.01149,5006,,310,Kvichak,,
1709,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8},Pilot Station,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0AFAB7A2-5DDE-4D4D-92B7-6F00DB282EE7},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.88313585,61.93720251,-18132067.7415223,8844267.79717352,5007,,402,Bethel,,
1710,{B31B12CB-15A8-477A-A113-F6ACBD1D3120},Platinum,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{BC18B92F-D236-45D1-958C-1586B280BF6D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.81475033,59.00848275,-18013135.6099102,8182220.55941463,5007,,402,Bethel,,
1711,{717918EA-EB98-4319-B4C9-D70D262F7CE2},Point Hope,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{CAD75FAD-CF55-41D0-BFF5-071B8B2A94C8},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.73427192,68.34808223,-18560774.2481443,10551220.9335945,5008,,413,Barrow,,
1712,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43},Port Alexander,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{8F0F4B6F-1FCA-4B16-8663-3C93D6D2B425},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-134.64699558,56.24923768,-14988834.9849211,7608192.66916027,5001,,110,Petersburg,,
1713,{58FEECD6-E89F-44AF-B707-E2BF0B91605A},Port Heiden,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{2C4B8965-2DAE-4BF5-BDCA-C7914D5C3D37},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.61901559,56.93007699,-17657388.0453865,7745840.42395497,5006,,310,Kvichak,,
1714,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5},Port Lions,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{2C80065E-6C2D-4FD8-9DD8-7C39E1DDCD33},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-152.88344189,57.86662239,-17018906.9014725,7939351.09939377,5005,,303,Kodiak,,
1715,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42},Quinhagak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{31656526-DE4C-44DE-9DD0-0093C6587F37},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.9006125,59.75142674,-18022693.7423965,8344602.51586286,5007,,402,Bethel,,
1716,{E0D07527-6185-42A6-87A3-465F20FDF512},Ruby,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{9A8252E1-A616-4FE8-804C-5D1D69F19EDA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-155.48894931,64.7392281,-17308950.6609477,9540015.86793776,5005,,415,Nulato,,
1717,{8DA86262-15AB-46C9-B997-7983A9FF34AB},Russian Mission,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{9196A98A-66E7-4E7A-9D12-FC22C4C624AE},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.32349606,61.78384234,-17958449.4341672,8808069.09365902,5007,,402,Bethel,,
1718,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},Saint George,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{F0DC8550-3639-4CEE-86C9-02B16F3B60AD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-169.54528,56.6014257,-18873694.235669,7679086.13284621,5009,,305,Aleutian Islands,,
1719,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9},Saint Michael,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{283E9D65-5C60-4A7E-8BB9-BF7F8C7EB98B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.03991035,63.47835158,-18038200.3079044,9218516.75661929,5007,,201,Nome,,
1720,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},Saint Paul,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{AF79F0E8-A552-4356-ADFE-CCF4E20AF4F3},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-170.28228831,57.12039948,-18955737.62556,7784767.20005179,5009,,305,Aleutian Islands,,
1721,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},Savoonga,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{522A3C38-086B-429E-922F-D79677C6C789},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-170.4840268,63.6929776,-18978195.0516515,9272224.04900901,5009,,201,Nome,,
1722,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD},Saxman,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{351385E9-9850-488A-BAB2-CABB39958AD4},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-131.59761777,55.31892423,-14649379.7994303,7424010.4608575,5001,,102,Ketchikan,,
1723,{95BD0825-5CB3-4695-B177-4D026DA5894C},Scammon Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{AC6596BA-0FEE-4DAD-9699-EDEA0F804AE8},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-165.58157216,61.84281001,-18432456.2977122,8821966.22863412,5008,,402,Bethel,,
1724,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD},Selawik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{29AC6E83-B1D8-45C9-BF05-766EFEB9D0D4},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.01011021,66.60439151,-17812243.9906867,10044255.6550047,5007,5006,215,Kotzebue,,
1725,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9},Shageluk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{1BB571DB-072A-4017-BA3B-4452385417FF},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-159.53059767,62.65537035,-17758864.8987936,9016241.33130953,5006,,411,Mt McKinley,,
1726,{70E419B7-B871-4400-8F35-A912DC710D65},Chugach Census Area,Census Area,15,Place of Interest,2,2020/01/01 09:00:00+00,,1,Split from Valdez Cordova Census Area,{BAA5A92F-9E2A-42A4-88DE-A5E068265BDF},GIS_OWNER_CDO,2021/06/11 03:40:24+00,GIS_OWNER_CDO,2022/07/28 01:43:29+00,-146.2030924,60.4884737,-16275253.7983699,8509303.46796899,,,,,,
1727,{7ED5387A-A8FC-42E5-B364-246EE5926A4D},Prince of Wales-Hyder Census Area,Census Area,15,Place of Interest,2,2018/06/05 08:00:00+00,,1,,{66942A46-752A-4EF0-8B9B-F16538EF5FEA},GIS_OWNER_CDO,2018/06/06 03:18:14+00,GIS_OWNER_CDO,2022/07/28 01:43:29+00,-132.8757,55.4157,-14791655.2627998,7442966.61866863,,,,,,
1728,{4B8ACE5C-5F78-407E-9A85-5F0927EE2028},Indian,Locality,10,Place of Interest,2,2018/05/16 08:00:00+00,,1,,{9D95F92A-96E8-438A-9813-FED83C1D1512},,,GIS_OWNER_CDO,2022/04/28 05:45:19+00,-149.510107,60.988867,-16643388.9796878,8623267.34594207,5004,,301,Anchorage,,
1729,{62DAD683-3FFC-4453-9FD2-D2EE794E9231},Aleutians West Census Area,Census Area,15,Place of Interest,2,2018/06/05 08:00:00+00,,1,,{53B0C033-F656-4789-BC97-4DA0F7E5AC41},GIS_OWNER_CDO,2018/06/06 03:14:00+00,GIS_OWNER_CDO,2022/07/28 01:43:29+00,-178.3388,51.9594,-19852584.4046834,6792787.78010287,,,,,,
1730,{2602E025-8462-49F3-BCA3-9910A76C31B0},Bird Creek,Locality,10,Place of Interest,2,2018/05/16 08:00:00+00,,1,,{36282C96-EB82-4451-A65D-3577BCA73F9B},,,GIS_OWNER_CDO,2022/04/28 05:45:12+00,-149.449082,60.972172,-16636595.7077622,8619436.27548967,5004,,301,Anchorage,,
1731,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E},Northway Junction,Unincorporated,13,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{34581A6E-7B89-4E13-88FB-A19DC112504A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2023/06/08 03:37:34+00,-141.80014678,63.01056444,-15785120.1338497,9102841.80007589,5002,,401,Fairbanks,,
1732,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A},Port Clarence,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{2711EFFD-B8B9-48A7-950F-F25076F1894E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-166.84951599,65.26185599,-18573603.1596676,9677685.99167838,5008,,201,Nome,,
1733,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB},Portage Creek,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{8A6A9DB2-FB96-4151-9C33-8367F26D99CB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.71981375,58.90519103,-17557289.3545486,8159923.18468303,5006,,307,Bristol Bay,,
1734,{793D84BA-F572-4A23-A265-0090CCDE0F70},Tonsina,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{A77F8396-AC78-4A9B-B97D-9BEC246C4805},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.17965735,61.66126868,-16161325.5298552,8779266.76854602,5003,,318,Valdez,308,Chitina
1735,{1026755E-5B75-45B6-98C8-6284B2D3C08B},Whitestone Logging Camp,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{6CF90DAD-E7DF-4781-9E5E-AA089554DC97},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.44221048,58.08906326,-15077357.902549,7986050.26291035,5001,,103,Sitka,,
1736,{4957115F-806A-43E5-BBCE-B3E79864940B},Willow Creek,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{947621BF-51BD-4FA9-B150-583C73AA3B99},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.1850849,61.7999571,-16161929.7217349,8811864.2712632,5003,,308,Chitina,,
1737,{7DC57B05-77B0-4489-8056-CFFC5747990D},Wiseman,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{2F25456B-7A83-43D9-A783-2A2194E3EA74},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-150.1075,67.41,-16709890.4642513,10273864.7421366,5004,,401,Fairbanks,,
1738,{FBDAD97E-3A9C-4408-A295-197720B2C16C},Alaska,State,14,State,3,2017/10/16 08:00:00+00,,1,,{13CBDB0A-4780-4282-9ED3-C23DCB9BF3DE},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.91965811,65.8140478,-16911618.9820708,9826137.26375013,,,,,,
1739,{4B169010-F268-45A8-8444-F0B5873ABDEE},Attu Station,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{1D12F9F2-DF53-4402-BC48-348CA8A146AC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/06/06 04:21:46+00,-186.82919984,52.82597479,19277285.2935183,6950872.61663701,5010,,305,Aleutian Islands,,
1740,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},Big Delta,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{1643CDAF-35A0-4E4F-9A1F-0DD624B0AB1B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.83455566,64.14721319,-16234228.4764685,9387246.18503888,5003,,401,Fairbanks,,
1741,{0C46910A-CF22-422A-A69E-499EC6219D46},Chicken,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{C1574A95-81FF-4317-ADC0-36BBD5AC1E75},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-141.93364877,64.07262591,-15799981.5073964,9368230.73085785,5002,,401,Fairbanks,,
1742,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},Chisana,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{E4EA197A-62B4-414A-9BE7-12C6ADA6BBB9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-142.03526376,62.05966564,-15811293.2362289,8873304.3872249,5002,,401,Fairbanks,,
1743,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},Coldfoot,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{06538475-1EB1-4E98-99BB-AA4E7BABC7EC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-150.18959842,67.25623468,-16719029.6188946,10229447.6395967,5004,,401,Fairbanks,,
1744,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},Dot Lake Village,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{029EDD6E-EFDD-4309-8081-DDF6C6572186},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-144.04934005,63.65559219,-16035499.1835844,9262839.66483944,5003,5002,401,Fairbanks,,
1745,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED},Evansville,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{B1F63C23-8BEA-4C91-A77A-489AD686A5C9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.50578451,66.92462485,-16865546.7834434,10134617.5060728,5004,,401,Fairbanks,,
1746,{3C695476-5C5E-4120-9E30-BF42C37A0EAF},Flat,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{71927021-309A-487C-9C29-DFAD5B7AB17A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.0075,62.4536,-17589314.4415182,8967508.78411107,5006,,411,Mt McKinley,,
1747,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},Fort Greely,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{73697BBC-9EAB-4295-8C49-17CA7B9ADAE3},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-145.72394043,63.99181799,-16221914.8450569,9347686.74831746,5003,,401,Fairbanks,,
1748,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC},Game Creek,Unincorporated CDP,12,Place of Interest,2,2017/10/16 08:00:00+00,,1,,{405E5DE6-167C-43C6-BEA4-AD7434A1D53D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.50986598,58.05586863,-15084889.2779131,7979062.95814535,5001,,103,Sitka,,
