OBJECTID,CommunityId,CommunityName,CommunityTypeName,CommunityTypeID,CommunityAreaTypeName,CommunityAreaTypeID,StartDate,EndDate,IsActive,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y,x_auxmerc,y_auxmerc,StatePlaneZone,AltStatePlaneZone,RODistrictNumber,RODistrictName,AltRODistrictNumber,AltRODistrictName
1543,{E49E42CA-BF94-44E1-9650-6B93C551222E},Tenakee Springs,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{74404265-BDAC-469E-AEC4-60B2B2DB9A64},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-135.22829141,57.78103139,-15053544.5411622,7921459.04939632,5001,,103,Sitka,,
1544,{3F597174-5CB5-4C16-8F4A-786886325C42},Thorne Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{987D3983-5765-4BAC-B18A-DB71416CD295},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-132.52282231,55.68548626,-14752373.097814,7496057.95152267,5001,,102,Ketchikan,,
1545,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},Togiak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{01A0E676-C482-4BEE-9622-D6A27CE1E68F},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.37879111,59.0605115,-17853285.3608513,8193477.2525473,5007,,307,Bristol Bay,,
1546,{976DFE6D-5070-41D4-B270-90EB077F8A48},Toksook Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{EC3F4C5C-D84A-43FF-B0BF-52C605F257F2},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-165.10723428,60.52954536,-18379653.2461127,8518590.89616114,5008,,402,Bethel,,
1547,{C3143A12-95C5-434E-A174-05E3A93C6CB4},Unalakleet,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{9C4474A4-54BD-48E7-AAAC-000CE45475DD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.79196516,63.87663037,-17899279.685261,9318504.75151891,5007,,201,Nome,,
1548,{50BD3072-1166-4F66-BB42-2E68C28DE654},Upper Kalskag,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{CBDDEE01-C5BE-40B9-869E-9B2C2094E0E4},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.31576292,61.53818537,-17846269.0949462,8750459.42220165,5007,,403,Kuskokwim,,
1549,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},Wainwright,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{1842D93E-47DA-460C-ADF6-255207DAC457},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-160.03223052,70.63853949,-17814706.4118868,11279797.9826226,5007,5006,413,Barrow,,
1550,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},Wales,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{183B190D-4BAE-42E9-88A2-F288029A2C46},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-168.09126024,65.60901955,-18711833.4971617,9770649.64422587,5008,,201,Nome,,
1551,{4999C06C-E2C7-48C4-9BD9-E95833F9D114},Whale Pass,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{E36F88A8-9AD0-4D26-9C4C-914F452A1E4E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-133.12206307,56.11714153,-14819080.2747477,7581770.65035956,5001,,110,Petersburg,,
1552,{7B4ACF01-3330-4839-B43B-E98C4902C151},White Mountain,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{8C6426CC-8491-4E31-861B-0D7386DB35C7},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-163.41049001,64.68127766,-18190772.5383038,9524915.03552746,5007,,201,Nome,,
1553,{52F6D695-370B-4814-8DA9-00DCC073CA83},Whittier,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{DE152411-6705-4B12-9C06-BF4A634D086B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-148.68597259,60.77228823,-16551646.7565988,8573723.60971377,5004,,301,Anchorage,,
1554,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83},Anchor Point,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{F9533866-44EF-4C5F-AD92-FBF902102C80},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.83401493,59.7764369,-16902085.2269946,8350131.34239944,5004,,309,Homer,,
1555,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},Bear Creek,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{6790BCAD-D29B-4A87-8C45-79BE9987726E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.40230311,60.16854457,-16631388.3051022,8437358.45632469,5004,,314,Seward,,
1556,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},Big Lake,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{87176494-18D6-4CB4-A61D-2D5B43CC3D9D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.81915873,61.55227873,-16677792.4607889,8753752.14376509,5004,,311,Palmer,,
1557,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97},Buffalo Soapstone,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7075140D-0DD7-4BB6-9480-EF71A01B836D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.01110337,61.69132433,-16587840.1502488,8786318.64725492,5004,,311,Palmer,,
1558,{9A9D4747-657F-4044-BB90-7E45B94AB987},Butte,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7895DC5C-C41B-454E-810A-FD129CE90D3E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.03543549,61.54162777,-16590548.7890119,8751263.55536645,5004,,311,Palmer,,
1559,{E263C114-3707-494D-84BF-BCBDC754E133},Cantwell,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7557008E-5895-4B5D-AEFA-0E05EF01C9B2},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-148.89538626,63.39242527,-16574958.5798197,9197127.80929988,5004,,414,Nenana,,
1560,{427130A7-E294-4C77-9945-66799C9AE903},Chase,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{10742AA0-5648-4825-BB2C-107A9283025E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-150.0512588,62.44980587,-16703629.7221717,8966595.56435427,5004,,321,Talkeetna,,
1561,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},Chickaloon,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{A0439DAF-D062-4349-8CAF-3187BD946796},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-148.47881249,61.79624012,-16528585.7995315,8810988.71208775,5004,,311,Palmer,,
1562,{5FBF89C8-6F1F-4610-B81F-18286B0993C8},Chignik Lagoon,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{1F92E0F6-747C-4CB1-A8AD-29BF949EC845},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.53776105,56.31042481,-17648342.8318143,7620462.28603756,5006,,305,Aleutian Islands,,
1563,{F821657B-F119-4950-BB18-F827B06C680C},Chignik Lake,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{B1907EDA-ABA5-46AC-A799-E0084A9A2425},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.76308415,56.25373123,-17673425.6845703,7609093.07634509,5006,,305,Aleutian Islands,,
1564,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9},Clam Gulch,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{78AFFCCF-71D5-45C2-AB70-17D2AA83FAC5},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.40223941,60.22643138,-16854020.1963051,8450323.80317593,5004,,302,Kenai,309,Homer
1565,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},Cohoe,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{FFCEE053-BB04-4663-A589-E4784FDB19DC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.31957957,60.36911853,-16844818.5447846,8482380.58204922,5004,,302,Kenai,,
1566,{CB929A5F-AF01-4DE3-8855-87193B97F75F},Cooper Landing,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{CA9AB13A-7AC3-4E43-8B58-B00A90E5FBAB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.80840696,60.49487276,-16676595.5791161,8510749.69663507,5004,,314,Seward,,
1567,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1},Crown Point,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{B4A5E382-97CC-4CC8-BF5B-F02D084EFE71},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.36954724,60.41930962,-16627741.9393352,8493690.12094984,5004,,314,Seward,,
1568,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522},Diamond Ridge,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{FD7E0EAE-CDC1-4276-92DC-FE061CC141F9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.5575,59.6761111,-16871303.7259016,8327977.94967564,5004,,309,Homer,,
1569,{C975E5F6-90CB-420B-9766-C43941847789},Ester,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7088FC87-5C2C-4114-AA84-77749D3222FA},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.97679327,64.85543162,-16472701.2757039,9570394.18361401,5003,5004,401,Fairbanks,,
1570,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},Fishhook,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{3BDCD3B9-26F5-4B94-80F5-7BA22A58DB7E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.24867697,61.69322118,-16614286.7218702,8786763.92855068,5004,,311,Palmer,,
1571,{DF0AA24E-FAFB-4033-9E30-014BC53D341A},Fox,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{84B0AE27-6200-4C6F-88D0-63266E1925C6},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.6183,64.9581,-16432793.9877687,9597343.51160326,5003,,401,Fairbanks,,
1572,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD},Fritz Creek,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{0C3555E4-F3D1-45C1-AA60-914F096CBA34},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.29865991,59.7254375,-16842489.7784406,8338861.63035312,5004,,309,Homer,,
1573,{CF70B6E1-31BB-4019-97D8-DD470A6AD914},Funny River,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{87A3A840-F5DD-4689-A1E9-112DE24166AB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-150.7622222,60.5019444,-16782773.8061664,8512348.26522147,5004,,302,Kenai,,
1574,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66},Gateway,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{19CBBB34-5B8B-448E-B0FC-A32A7A16F0E7},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.23996944,61.57408532,-16613317.4039532,8758849.9036378,5004,,311,Palmer,,
1575,{723F2211-DF24-4A26-B478-AC2F7B43D3AF},Glacier View,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{31BECBFE-E876-4D97-AB91-5EEE601A2F81},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.72600629,61.79346959,-16444783.7969041,8810336.16300173,5003,,311,Palmer,,
1576,{C63A334D-9CE5-410F-9042-CB548BBECC87},Goldstream,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{5E489BB1-164C-4A8C-85F6-B64BC2AA60CD},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.87946723,64.9273104,-16461866.9911581,9589250.74599279,5003,,401,Fairbanks,,
1577,{452DEEAD-0063-4786-BCAF-5835043C441F},Happy Valley,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{8A9AC2AA-A8D4-4C62-BEC4-B7BD9DF0B5E3},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.73800293,59.93501064,-16891397.2203785,8385282.91736017,5004,,309,Homer,,
1578,{8905A89B-A676-4C0A-BEB5-C17AD570F833},Healy,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{EAE59478-3038-4FCE-8B15-D11E15D39C68},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.00584489,63.87038443,-16587254.777931,9316925.80601147,5004,,414,Nenana,,
1579,{B94A5304-F56C-49FE-A615-8E72E73F6255},Hope,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{6A6BE2CE-CA4F-4C8E-B3B5-3EC5FCE8C8F0},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.62222901,60.91793289,-16655870.3446364,8607003.67067398,5004,,314,Seward,,
1580,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1},Igiugig,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7BC36E9E-0C9D-44BA-8B55-98DA05E35284},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-155.90354017,59.32534731,-17355102.7045931,8251041.6914682,5005,,320,Iliamna,,
1581,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06},Iliamna,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{24096F9A-DDF1-4124-8A6C-50E818719D36},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.9061,59.7547,-17244068.1727719,8345325.87716697,5005,,320,Iliamna,,
1582,{644B47A1-3B29-48C4-8EF0-4585B2204F2E},Kalifornsky,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{481FAE25-72E1-4B0F-83C1-1E626AFAC7B0},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.14257545,60.48664142,-16825114.5363893,8508889.41408404,5004,,302,Kenai,,
1583,{BF30433A-BCB7-443D-A9C4-767CA6C76820},Karluk,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{F298E4DC-A91F-4E0E-9E2B-AE2399ED858B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.43668249,57.56248915,-17191812.8544779,7875966.31581525,5005,,303,Kodiak,,
1584,{CB8D5160-2521-4803-9207-2BBA48832C17},Kasilof,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{B83D49ED-C225-4A03-84B7-A845A3CF026E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.25684667,60.32493784,-16837835.1503007,8472439.76775224,5004,,302,Kenai,,
1585,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},King Salmon,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{B0230612-61DC-48F0-89E2-A8BAAB374B5F},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.66764668,58.68137127,-17440162.6519755,8111835.38200596,5006,,310,Kvichak,,
1586,{338A7ACA-098D-4B9F-A871-233477997E11},Lowell Point,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{09CB22F0-E9C8-4721-9FD2-BAC39E1B9FE9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.4411111,60.0725,-16635708.391233,8415896.93445414,5004,,314,Seward,,
1587,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC},Meadow Lakes,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{E5A045E1-8DEE-4B37-9CA2-B8E73E7ECBE9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.60355194,61.62425754,-16653791.2223806,8770592.36336415,5004,,311,Palmer,,
1588,{7656A688-D4F7-4599-B494-E946C7AC2CF6},Moose Creek,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{51F239FD-409A-43F1-9143-A83646A623E6},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-147.15053014,64.70862307,-16380722.0850337,9532036.72492509,5003,,401,Fairbanks,,
1589,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},Moose Pass,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{B16307EF-C8F7-495A-BC89-5938B07E32C0},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.36827705,60.48643528,-16627600.5420972,8508842.83181085,5004,,314,Seward,,
1590,{BECA4B02-6040-43FA-93A9-D551AD5AB86B},Naknek,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{E2017796-8189-4DCF-AFD8-0B1F3FF093DB},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.01991376,58.72821587,-17479376.8443896,8121874.34956953,5006,,310,Kvichak,,
1591,{69A94C10-7F0D-42A7-93D9-CE014277D75A},Nanwalek,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{A0A2ED0A-3F40-40EB-9D2F-36B8005B0F46},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.91992102,59.35443449,-16911648.2488554,8257391.34851405,5004,,313,Seldovia,,
1592,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4},Nelson Lagoon,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{4C1A511C-F9DC-48DE-A45C-278134BBE07C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-161.20184982,56.00120604,-17944907.8374528,7558655.74748399,5007,,305,Aleutian Islands,,
1593,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6},Nikiski,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{4BDDBBD2-0E40-47B1-A046-D72CBE9A4AB9},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-151.29692559,60.73459723,-16842296.7149326,8565135.78311455,5004,,302,Kenai,,
1594,{77794617-74AE-484C-B2E5-D017D4597CC2},Knik River,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{10FD4A35-EAF1-4483-A28A-E767586D688B},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-148.94092664,61.49712115,-16580028.1120657,8740873.84114758,5004,,301,Anchorage,,
1595,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2},Knik-Fairview,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{CA1A2344-ECA8-4BA9-A176-F6018B5D2772},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.62083067,61.51685582,-16655714.6823623,8745478.90504789,5004,,311,Palmer,,
1596,{89EB5E58-676F-4DA4-9449-8BD556A1E98C},Kokhanok,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{4EEC7935-BD47-485D-BBEB-9AB239D29E8A},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-154.74918539,59.44000574,-17226600.518734,8276102.93550347,5005,,320,Iliamna,,
1597,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},Lake Louise,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{5B0570E0-681B-40B2-836D-B4B72588F25E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-146.58825648,62.29986189,-16318130.0675161,8930597.59519651,5003,,321,Talkeetna,,
1598,{2F86B48B-D348-47DD-ABED-46CE01770ECC},Lazy Mountain,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{7FC9C1D3-651D-4FBD-A0A5-8A5E6CA3C269},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-149.04599844,61.62833023,-16591724.6508932,8771546.38230086,5004,,311,Palmer,,
1599,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF},Levelock,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{C70FE008-0DA2-4B04-8B3F-09767FB7CF3D},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-156.85750185,59.11246319,-17461297.2333809,8204734.30143702,5006,,310,Kvichak,,
1600,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},Denali Park,CDP,11,Community,1,2017/10/16 08:00:00+00,,1,,{DCA92ACA-8666-4F76-B9E5-AB99FDE15AEC},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-148.91686675,63.73232007,-16577349.7774737,9282113.07382764,5004,,414,Nenana,,
1601,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},Edna Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{81240B40-D827-498B-8FA2-19F88143B313},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-133.65815775,55.95512271,-14878758.0609857,7549487.03891262,5001,,102,Ketchikan,,
1602,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},Eek,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{CB5EBA6F-234A-4229-A98B-03B369C650D4},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.02949727,60.21890592,-18037041.1291412,8448636.97364217,5007,,402,Bethel,,
1603,{F7D03E2F-5588-4343-BE94-44E824B7A836},Egegik,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{1B5F1F96-E85C-421E-A040-686907EBEE69},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.37575053,58.20907023,-17518988.4125428,8011365.49685887,5006,,310,Kvichak,,
1604,{FAF5958B-8A56-4E28-B3B1-66B772A5A166},Ekwok,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{00913E27-6A20-4B24-8336-7D20A9519A02},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-157.47804697,59.35024427,-17530376.0001536,8256476.2989067,5006,,307,Bristol Bay,,
1605,{962DB38D-BABD-43F0-AF8E-6B3C0964C131},Elim,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{0317EA0C-F059-4323-AA56-8BC56B32733C},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.26450688,64.61655211,-18063202.2799259,9508086.85094371,5007,,201,Nome,,
1606,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},Emmonak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{FBB20FD6-B080-43AD-B0EC-A7BB882E30F3},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-164.52984686,62.77694738,-18315378.7724165,9045765.64857705,5008,,402,Bethel,,
1607,{8ECE306F-1205-474A-AF5D-5A82326AFDD3},Chevak,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{6FB81AF2-33E1-4CC8-90A1-4DE9CDC9F19E},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-165.59052769,61.52861818,-18433453.2225289,8748225.03058707,5008,,402,Bethel,,
1608,{493BC9A8-7869-476D-9319-B88C76EB388A},Chuathbaluk,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{48FC064C-D44D-494A-9A04-F3678F6D2A62},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-159.24202177,61.57491472,-17726740.7758825,8759043.86328533,5006,,403,Kuskokwim,,
1609,{16FFACBB-CCBD-4A00-829F-F89904105FD5},Clark's Point,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{3556A5EA-F6D8-46E0-B917-72A2AA212867},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-158.54797691,58.8345343,-17649480.0562588,8144709.0209932,5006,,307,Bristol Bay,,
1610,{1F684F46-814E-4675-B09B-A8449105B5E9},Coffman Cove,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{6D7C4C61-F288-4718-A306-803C458DEA52},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-132.82826284,56.01404249,-14786374.5823039,7561211.62728565,5001,,110,Petersburg,102,Ketchikan
1611,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},Cold Bay,2nd Class City,8,Community,1,2017/10/16 08:00:00+00,,1,,{DE5E20B8-8032-4D4D-8FF9-D01FE0412E86},GIS_OWNER_CDO,2017/10/18 03:19:16+00,GIS_OWNER_CDO,2018/04/21 07:17:22+00,-162.71498738,55.20656795,-18113349.5399095,7402060.39389685,5007,,305,Aleutian Islands,,
